,frame,x,y,photons,sx,sy,bg,lpx,lpy,ellipticity,net_gradient,mass,particle,length
228,650,7.6040297,9.414159,3206.5476,2.5026245,2.8899682,-6.992988,0.075234756,0.08319171,0.13403042,1216.6233,3206.5476,88,3
229,651,7.5742016,9.53334,2966.7153,2.1054773,3.214222,4.1561093,0.07679155,0.12270339,0.3449496,1269.629,2966.7153,88,3
230,652,7.3964996,9.612224,3271.4966,2.4135234,2.5935495,-3.7346406,0.07621772,0.08116484,0.069413,1486.7898,3271.4966,88,3
232,657,7.4145393,9.242933,2151.3142,2.4426339,2.3794138,4.171011,0.107966274,0.10483318,0.025881907,1116.319,2151.3142,90,7
233,658,7.4959793,9.549764,3600.8386,2.669169,3.3950222,-6.69184,0.07595651,0.089258015,0.21379925,1061.564,3600.8386,90,7
234,659,7.324412,9.15943,2362.5051,2.3662171,2.6585784,-0.99190277,0.09090335,0.10151809,0.10996902,956.8654,2362.5051,90,7
235,660,7.4571724,9.139264,3529.8477,2.7179527,3.384683,-7.734917,0.07604936,0.086419664,0.19698453,932.07135,3529.8477,90,7
236,661,7.369962,9.00049,4092.2498,2.5520597,4.3791375,-9.401775,0.06710695,0.079157606,0.41722322,923.9572,4092.2498,90,7
237,662,7.4085264,9.489154,4544.664,2.829087,3.151131,-15.06716,0.06268026,0.06447731,0.102199465,1246.3237,4544.664,90,7
238,663,7.4726796,9.331661,2024.5829,2.1236563,2.9183695,4.553522,0.09614956,0.13868584,0.27231413,920.0305,2024.5829,90,7
243,687,7.490683,6.298877,1558.0988,1.882004,2.4684906,9.034456,0.10359185,0.14571255,0.23758915,1057.4244,1558.0988,94,3
244,688,7.5415616,7.3272343,3204.656,2.3209147,3.3793104,-8.803876,0.06913486,0.08402896,0.31319872,1018.1444,3204.656,94,3
245,689,7.2535367,8.048324,905.325,1.5723386,2.2702954,11.147269,0.12042264,0.19830222,0.30742994,879.90265,905.325,94,3
258,716,7.4538326,18.13472,1321.408,2.0257008,1.7669241,4.1561384,0.115597576,0.09926729,0.12774673,1086.2094,1321.408,103,4
259,717,7.637127,18.029976,1533.5123,2.5512156,1.7953647,2.9971702,0.13441704,0.09147244,0.29627088,883.45764,1533.5123,103,4
260,718,8.002665,18.184217,2211.963,3.062195,2.098199,-5.8258824,0.099247985,0.07749955,0.3148056,901.8534,2211.963,103,4
261,719,7.8572006,17.97334,5071.1167,2.933851,2.9233918,-21.341663,0.054246936,0.054259006,0.003565002,1447.664,5071.1167,103,4
262,739,7.1883564,8.002797,3139.0195,2.5109239,3.3354676,-6.442855,0.07677581,0.092557,0.24720484,892.4744,3139.0195,104,3
263,740,7.4136596,7.6097536,1180.3148,2.188046,1.9190495,6.587479,0.14252022,0.12130947,0.12293913,806.9626,1180.3148,104,3
264,741,7.4747005,7.6820397,1600.4794,1.9607855,2.6033123,0.99466705,0.09501295,0.12712131,0.24681124,909.5982,1600.4794,104,3
279,779,7.641852,15.718359,2681.6746,2.986462,2.484526,-4.5029473,0.09687709,0.08404177,0.16807051,1095.3143,2681.6746,116,4
280,780,7.5142612,15.999458,4050.593,2.8424656,2.7422292,-15.564285,0.06315094,0.062589936,0.035263896,1338.8909,4050.593,116,4
281,781,7.5943403,16.05703,4017.588,2.7181034,2.564828,-12.533872,0.0665832,0.06452437,0.056390602,1496.6089,4017.588,116,4
282,782,7.4077606,16.414164,1432.6919,2.0464761,1.9420732,0.58209527,0.104213886,0.09888814,0.05101594,975.85803,1432.6919,116,4
288,797,8.067512,16.797054,966.14294,1.5978109,1.7985886,10.957616,0.11748721,0.13678023,0.11163073,1046.6898,966.14294,121,3
289,798,8.196173,17.245089,1352.7784,1.9015852,1.8843354,8.967237,0.11442868,0.113156155,0.009071286,1256.1364,1352.7784,121,3
291,799,8.146653,16.722511,1172.1672,1.687446,2.1612003,12.16242,0.11274761,0.1564524,0.21920888,1126.6266,1172.1672,121,3
303,870,8.282137,17.850163,3527.8254,3.1862564,2.556196,-14.4236555,0.06490656,0.064175226,0.19774316,1037.863,3527.8254,133,3
305,871,7.821274,17.802563,1794.2625,2.7479837,2.1420836,0.5860816,0.12515031,0.097250156,0.22048895,939.0836,1794.2625,133,3
307,872,8.019096,17.544117,3020.8862,2.6482897,2.4034405,-10.476855,0.07380005,0.07011023,0.092455596,1262.1956,3020.8862,133,3
314,888,7.771554,17.686998,999.9386,1.9147078,1.7291601,6.027119,0.1326338,0.11743055,0.09690654,932.3486,999.9386,140,10
315,889,7.942542,17.704123,4189.4956,3.4035265,2.7074902,-15.977115,0.06060784,0.061457645,0.20450446,1109.2762,4189.4956,140,10
316,890,8.075264,17.86341,1828.6759,2.2475095,1.9964876,7.41761,0.11367927,0.09878438,0.1116889,1287.4977,1828.6759,140,10
317,891,7.363715,7.32001,2619.131,2.2654443,2.5605853,-1.7257446,0.08207512,0.0919587,0.1152631,1248.7812,2619.131,142,4
318,891,7.894053,17.413591,1936.5132,2.3870862,1.9845101,1.4984243,0.10623821,0.08779956,0.16864748,1246.0302,1936.5132,140,10
319,892,7.1327605,7.7964244,1479.0756,2.1399257,1.8875084,5.6704545,0.11849454,0.10245328,0.11795612,1070.7458,1479.0756,142,4
320,892,7.9593525,17.62733,3532.4834,2.5085804,2.2626195,-9.7871275,0.06939068,0.064572334,0.09804786,1753.8461,3532.4834,140,10
321,893,7.4773293,7.5093565,1699.7255,2.044598,2.122661,1.2913,0.09657869,0.10036253,0.036776014,1223.4806,1699.7255,142,4
322,893,7.6873083,17.845654,4394.0107,2.9969585,2.6985793,-18.968086,0.05724752,0.057280254,0.09956066,1356.9502,4394.0107,140,10
323,894,7.153517,7.625195,1374.0095,2.2260315,2.097113,7.8291593,0.13538955,0.12562692,0.057914115,993.18036,1374.0095,142,4
324,894,7.7716446,18.060486,3374.6157,2.682272,2.0829663,-2.8050904,0.08373964,0.06646104,0.2234321,1657.6276,3374.6157,140,10
325,895,7.7815895,17.916376,2913.816,2.517723,2.042815,1.3990866,0.09043419,0.073102176,0.18862604,1808.2239,2913.816,140,10
