particle,,dframe,dx,dy,step_len
845,1,1,-0.11994171,-1.7226391,1.7268096
845,2,1,-0.066410065,-0.15807915,0.17146228
845,3,1,0.32466316,-0.031280518,0.3261666
845,4,1,0.13271141,0.41404915,0.43479767
845,5,1,-0.5308037,-0.38297653,0.6545407
845,6,1,0.46315002,0.25667763,0.5295199
845,7,1,-0.25994873,0.15777206,0.30408117
845,8,1,0.39440918,-0.13832474,0.4179621
848,0,1,0.00062179565,0.093260765,0.09326284
848,1,1,0.059123993,0.10500145,0.120502904
848,2,1,-0.24803543,1.4818726,1.5024872
848,3,1,0.2925396,1.1865788,1.2221082
848,4,1,0.11971474,-0.38609314,0.40422708
848,5,1,-0.23647308,0.09142494,0.25353116
848,6,1,-0.10672951,0.8764858,0.88296014
848,7,1,0.30107117,0.34685516,0.45929548
848,8,1,-0.2807808,0.8586807,0.9034215
848,9,1,-0.060041428,-0.9475994,0.94949967
851,0,1,0.25501823,0.06694412,0.26365852
851,1,1,-0.31564903,-0.5127735,0.6021387
851,2,1,0.42277527,0.6296654,0.75843084
851,3,1,-0.091358185,-0.41410065,0.42405856
851,4,1,-0.41448593,0.02943039,0.41552946
852,0,1,-0.35116005,0.37067795,0.51060313
852,1,1,0.47372246,0.103588104,0.4849159
852,2,1,0.083833694,0.45745087,0.46506923
856,0,1,-0.666132,-0.24474335,0.7096697
856,1,1,0.52142525,0.045581818,0.5234138
856,2,1,-0.033542633,0.3621521,0.36370215
856,3,1,-0.86787987,-0.16466904,0.88336366
856,4,1,0.8672924,-0.28222656,0.912057
856,5,1,-0.6064701,-0.2490654,0.6556215
859,0,1,0.33141708,0.19496727,0.38451207
859,1,1,-0.39341354,0.5414467,0.66928226
861,0,1,0.43049812,0.3930931,0.5829673
861,1,1,-0.168499,0.27049637,0.3186851
861,2,1,0.46956825,-0.33862305,0.57892996
861,3,1,-0.10557747,0.30022812,0.31825075
861,4,1,0.52672005,0.3525772,0.63383335
861,5,1,-0.65689087,-0.295372,0.7202432
861,6,1,0.5349617,0.6353836,0.83059996
861,7,1,-0.71596146,-0.5082283,0.8780073
861,8,1,0.25731277,0.297657,0.39345846
863,0,1,0.37856865,0.9044266,0.9804599
863,1,1,-0.13049507,0.30233765,0.32929775
863,2,1,-0.14653969,-1.1416836,1.1510496
863,3,1,-0.34872818,-0.119773865,0.36872363
863,4,1,0.10876465,-0.7672157,0.7748869
863,5,1,0.5553322,0.5546856,0.7849012
863,6,1,-0.35487175,-0.009592056,0.35500136
863,7,1,0.25123787,0.7987499,0.8373302
863,8,1,0.06430626,0.4201355,0.42502838
863,9,1,-0.18127823,0.06188011,0.1915488
863,10,1,0.24399757,0.24383545,0.34495005
863,11,1,0.015394211,-0.6193962,0.6195875
863,12,1,-1.1599865,-0.7002926,1.3549829
863,13,1,0.9620304,0.076221466,0.9650452
865,0,1,-0.39256096,0.42164993,0.57610136
865,1,1,-0.27513504,-1.1241055,1.1572866
865,2,1,-0.05245781,-0.3752632,0.378912
865,3,1,0.6271477,-0.20057297,0.6584404
867,0,1,0.3883133,0.3682537,0.5351617
867,1,1,-0.056690216,0.059444427,0.08214269
867,2,1,0.27456093,0.014196396,0.2749277
867,3,1,-0.64258003,-0.4733963,0.79813105
867,4,1,0.37396812,0.918169,0.9914063
867,5,1,0.02147293,-0.6214237,0.6217946
867,6,1,-0.048553467,0.6513252,0.65313244
867,7,1,-0.16691399,-0.1900692,0.25295568
867,8,1,0.41469383,-0.19132996,0.45670354
867,9,1,-0.0048923492,-0.6081562,0.6081759
867,10,1,-0.36608505,0.46684074,0.59326094
867,11,1,0.4862423,-0.22043419,0.5338753
867,12,1,-0.42375565,0.36634445,0.5601581
867,13,1,0.0105896,0.3067627,0.3069454
867,14,1,0.17841148,-0.1386013,0.22592251
867,15,1,-0.19768333,0.15473175,0.2510391
867,16,1,0.33664322,0.8539543,0.9179143
867,17,1,-0.1552391,-0.4005642,0.42959383
867,18,1,0.09982681,-0.8221264,0.828165
867,19,1,-0.05936241,0.26176643,0.26841304
872,0,1,-0.24770927,-0.28300667,0.3761019
872,1,1,-0.27619934,-0.8743839,0.91696966
872,2,1,-0.31645393,-0.213274,0.38161352
872,3,1,0.0052433014,0.008838654,0.010276867
872,4,1,0.123464584,0.9458885,0.95391226
873,0,1,-0.0059452057,0.24505997,0.24513207
873,1,1,0.45341492,0.19860077,0.4950024
874,0,1,0.003047943,-0.1445179,0.14455004
874,1,1,-0.76007843,-0.30927658,0.820592
877,0,1,0.21106529,-0.3982029,0.45068184
877,1,1,0.29010773,0.10392761,0.3081614
878,0,1,-0.36919403,-0.35107803,0.50947034
878,1,1,-0.09196091,-0.08545685,0.12553756
880,0,1,-0.09461212,-0.13327026,0.16343933
880,1,1,-0.00699234,-0.14595222,0.14611962
880,2,1,-0.010881424,0.041374207,0.04278119
880,3,1,0.15117455,-0.37552834,0.4048151
880,4,1,-0.11117554,0.035497665,0.11670512
880,5,1,0.27412987,0.3704548,0.4608513
881,0,1,-0.096775055,-0.39346695,0.40519336
881,1,1,0.12853432,0.5245857,0.540103
881,2,1,-0.24546623,-0.2606964,0.35807303
881,3,1,0.15374184,0.34174156,0.3747317
885,0,1,0.3745613,0.41545105,0.5593709
885,1,1,-0.6118698,-0.5879898,0.8485969
889,0,1,-0.5138931,1.2859211,1.3848029
889,1,1,0.31327438,-0.62454987,0.6987155
889,2,1,0.42300797,0.018964767,0.4234329
889,3,1,-0.49936867,-1.2251492,1.3230115
891,0,1,-0.07032776,-0.0021400452,0.07036031
891,1,1,0.2943039,0.06087494,0.30053374
891,2,1,0.23942375,-0.15160751,0.28338766
891,3,1,-0.31622505,-0.109687805,0.33470836
891,4,1,-0.29618454,0.24248123,0.3827825
891,5,1,0.23740005,0.018478394,0.23811811
891,6,1,-0.035297394,1.1336002,1.1341496
891,7,1,-0.19150543,0.32180977,0.37448078
891,8,1,0.085840225,-0.52171135,0.5287261
891,9,1,0.052907944,-0.12244606,0.13338773
891,10,1,0.15555954,0.13048935,0.20304246
891,11,1,-0.19760323,-0.32663727,0.3817577
891,12,1,0.2778206,0.804512,0.85113096
891,13,1,0.00032043457,0.34310532,0.34310547
891,14,1,-0.206501,-0.3663025,0.42049992
891,15,1,0.10614395,0.06687355,0.12545362
891,16,1,-0.30500412,0.56090355,0.63846713
891,17,1,-0.010110855,0.0028705597,0.010510447
891,18,1,-0.23803139,-0.026697159,0.23952386
891,19,1,0.4722767,0.020235062,0.47270998
891,20,1,-0.42434883,0.25140953,0.49323288
891,21,1,0.248806,-0.3148327,0.40127802
891,22,1,0.06348038,-0.06846428,0.0933655
891,23,1,0.021411896,0.4608593,0.46135643
891,24,1,-0.07873535,-0.013683319,0.07991551
891,25,1,-0.26530266,0.1316967,0.2961917
891,26,1,0.4222641,-1.0171261,1.1012957
891,27,1,-0.21928787,0.22976494,0.3176147
891,28,1,-0.046028137,0.6057453,0.60749155
891,29,1,0.035362244,0.122018814,0.12703967
891,30,1,-0.14834213,-0.36331177,0.3924294
891,31,1,0.09369087,-0.24675941,0.2639473
891,32,1,-0.3068924,0.40322113,0.506725
891,33,1,0.4234619,-0.19655609,0.46685576
891,34,1,-0.306633,0.025123596,0.30766052
891,35,1,0.4377327,-0.30551338,0.53380555
891,36,1,-0.14942932,0.15446472,0.21491504
891,37,1,-0.31988144,0.36767197,0.4873467
891,38,1,0.29618835,-0.11789703,0.3187903
891,39,1,-0.0951519,0.74905205,0.7550714
893,0,1,-0.16492653,0.5471897,0.5715045
893,1,1,-0.09140968,0.012266159,0.092229
894,0,1,0.34451294,0.9878998,1.0462481
894,1,1,0.24602509,-0.053215027,0.2517145
894,2,1,0.15485954,-0.1207428,0.19636777
902,0,1,-0.982954,-0.3527031,1.044317
902,1,1,0.43112755,-0.15208435,0.45716587
904,0,1,-0.6295872,-0.43633652,0.76600885
904,1,1,0.66567993,0.28264618,0.72320026
904,2,1,-0.398777,0.07413483,0.40560952
904,3,1,0.18719101,0.103759766,0.21402468
904,4,1,-0.13117218,-0.024209976,0.13338764
904,5,1,-0.024339676,-0.4083767,0.4091014
904,6,1,0.008310318,-0.0054893494,0.009959635
904,7,1,-0.14418602,-0.011030197,0.1446073
904,8,1,0.57198334,-0.7378235,0.9335676
904,9,1,-0.5725174,0.8420849,1.0182745
904,10,1,0.22267151,0.044395447,0.22705407
